"country"	"core_capacity"	"requirement"	"action"	"year_number"	"year_calendar"	"cost"	"currency"	"notes"
"Timor-Leste"	"D.1 National Laboratory System"	"Strengthen coordination and communication throughout laboratory sector to improve laboratory transport system"	"Conduct annual laboratory review meeting"	"2"	"2021"	"8,280"	"USD (2020)"	"Line-item costs for this core capacity don't align with summary in document (3,266,990 from lines vs 3,636,990 in document, page 42). Difference of 370,000 USD or 11% of observed line item cost."
"Timor-Leste"	"D.1 National Laboratory System"	"Strengthen coordination and communication throughout laboratory sector to improve laboratory transport system"	"Conduct annual laboratory review meeting"	"3"	"2022"	"8,280"	"USD (2020)"	"Line-item costs for this core capacity don't align with summary in document (3,266,990 from lines vs 3,636,990 in document, page 42). Difference of 370,000 USD or 11% of observed line item cost."
"Timor-Leste"	"D.1 National Laboratory System"	"Strengthen coordination and communication throughout laboratory sector to improve laboratory transport system"	"Conduct annual laboratory review meeting"	"4"	"2023"	"8,280"	"USD (2020)"	"Line-item costs for this core capacity don't align with summary in document (3,266,990 from lines vs 3,636,990 in document, page 42). Difference of 370,000 USD or 11% of observed line item cost."
"Timor-Leste"	"D.1 National Laboratory System"	"Strengthen coordination and communication throughout laboratory sector to improve laboratory transport system"	"Conduct annual laboratory review meeting"	"5"	"2024"	"8,280"	"USD (2020)"	"Line-item costs for this core capacity don't align with summary in document (3,266,990 from lines vs 3,636,990 in document, page 42). Difference of 370,000 USD or 11% of observed line item cost."
"Timor-Leste"	"D.1 National Laboratory System"	"Develop national laboratory policies and identify the capacity expected at each level of the laboratory system"	"Conduct consultative workshop (MOH/ NHL)"	"1"	"2020"	"6,995"	"USD (2020)"	"Line-item costs for this core capacity don't align with summary in document (3,266,990 from lines vs 3,636,990 in document, page 42). Difference of 370,000 USD or 11% of observed line item cost."
"Timor-Leste"	"D.1 National Laboratory System"	"Develop national laboratory policies and identify the capacity expected at each level of the laboratory system"	"Conduct consultative workshop (MOAF/ Veterinary)"	"1"	"2020"	"7,000"	"USD (2020)"	"Line-item costs for this core capacity don't align with summary in document (3,266,990 from lines vs 3,636,990 in document, page 42). Difference of 370,000 USD or 11% of observed line item cost."
"Timor-Leste"	"D.1 National Laboratory System"	"Develop laboratory service package for each level of health facility"	"Conduct consultative workshop"	"1"	"2020"	"5,150"	"USD (2020)"	"Line-item costs for this core capacity don't align with summary in document (3,266,990 from lines vs 3,636,990 in document, page 42). Difference of 370,000 USD or 11% of observed line item cost."
"Timor-Leste"	"D.1 National Laboratory System"	"Strengthen coordination and communication throughout laboratory sector to improve laboratory service and networking"	"Hold quarterly meeting with relevant partners and stake holders"	"1"	"2020"	"2,395"	"USD (2020)"	"Line-item costs for this core capacity don't align with summary in document (3,266,990 from lines vs 3,636,990 in document, page 42). Difference of 370,000 USD or 11% of observed line item cost."
"Timor-Leste"	"D.1 National Laboratory System"	"Strengthen coordination and communication throughout laboratory sector to improve laboratory service and networking"	"Hold quarterly meeting with relevant partners and stake holders"	"2"	"2021"	"2,395"	"USD (2020)"	"Line-item costs for this core capacity don't align with summary in document (3,266,990 from lines vs 3,636,990 in document, page 42). Difference of 370,000 USD or 11% of observed line item cost."
"Timor-Leste"	"D.1 National Laboratory System"	"Strengthen coordination and communication throughout laboratory sector to improve laboratory service and networking"	"Hold quarterly meeting with relevant partners and stake holders"	"3"	"2022"	"2,395"	"USD (2020)"	"Line-item costs for this core capacity don't align with summary in document (3,266,990 from lines vs 3,636,990 in document, page 42). Difference of 370,000 USD or 11% of observed line item cost."
"Timor-Leste"	"D.1 National Laboratory System"	"Strengthen coordination and communication throughout laboratory sector to improve laboratory service and networking"	"Hold quarterly meeting with relevant partners and stake holders"	"4"	"2023"	"2,395"	"USD (2020)"	"Line-item costs for this core capacity don't align with summary in document (3,266,990 from lines vs 3,636,990 in document, page 42). Difference of 370,000 USD or 11% of observed line item cost."
"Timor-Leste"	"D.1 National Laboratory System"	"Strengthen coordination and communication throughout laboratory sector to improve laboratory service and networking"	"Hold quarterly meeting with relevant partners and stake holders"	"5"	"2024"	"2,395"	"USD (2020)"	"Line-item costs for this core capacity don't align with summary in document (3,266,990 from lines vs 3,636,990 in document, page 42). Difference of 370,000 USD or 11% of observed line item cost."
"Timor-Leste"	"D.1 National Laboratory System"	"Designate a laboratory quality manager in all laboratories at the referral level"	"Promote or recruit qualified personnel for the role of quality manager"	"1"	"2020"	"9,425"	"USD (2020)"	"Line-item costs for this core capacity don't align with summary in document (3,266,990 from lines vs 3,636,990 in document, page 42). Difference of 370,000 USD or 11% of observed line item cost."
"Timor-Leste"	"D.1 National Laboratory System"	"Designate a laboratory quality manager in all laboratories at the referral level"	"Promote or recruit qualified personnel for the role of quality manager"	"2"	"2021"	"9,425"	"USD (2020)"	"Line-item costs for this core capacity don't align with summary in document (3,266,990 from lines vs 3,636,990 in document, page 42). Difference of 370,000 USD or 11% of observed line item cost."
"Timor-Leste"	"D.1 National Laboratory System"	"Designate a laboratory quality manager in all laboratories at the referral level"	"Promote or recruit qualified personnel for the role of quality manager"	"3"	"2022"	"9,425"	"USD (2020)"	"Line-item costs for this core capacity don't align with summary in document (3,266,990 from lines vs 3,636,990 in document, page 42). Difference of 370,000 USD or 11% of observed line item cost."
"Timor-Leste"	"D.1 National Laboratory System"	"Designate a laboratory quality manager in all laboratories at the referral level"	"Promote or recruit qualified personnel for the role of quality manager"	"4"	"2023"	"9,425"	"USD (2020)"	"Line-item costs for this core capacity don't align with summary in document (3,266,990 from lines vs 3,636,990 in document, page 42). Difference of 370,000 USD or 11% of observed line item cost."
"Timor-Leste"	"D.1 National Laboratory System"	"Designate a laboratory quality manager in all laboratories at the referral level"	"Promote or recruit qualified personnel for the role of quality manager"	"5"	"2024"	"9,425"	"USD (2020)"	"Line-item costs for this core capacity don't align with summary in document (3,266,990 from lines vs 3,636,990 in document, page 42). Difference of 370,000 USD or 11% of observed line item cost."
"Timor-Leste"	"D.1 National Laboratory System"	"Develop Laboratory Quality Manual"	"Advocacy meeting for dissemination of Quality Manual (MOH/ NHL)"	"1"	"2020"	"4,260"	"USD (2020)"	"Line-item costs for this core capacity don't align with summary in document (3,266,990 from lines vs 3,636,990 in document, page 42). Difference of 370,000 USD or 11% of observed line item cost."
"Timor-Leste"	"D.1 National Laboratory System"	"Develop Laboratory Quality Manual"	"Advocacy meeting for dissemination of Quality Manual (MOAF/ Veterinary)"	"1"	"2020"	"4,500"	"USD (2020)"	"Line-item costs for this core capacity don't align with summary in document (3,266,990 from lines vs 3,636,990 in document, page 42). Difference of 370,000 USD or 11% of observed line item cost."
"Timor-Leste"	"D.1 National Laboratory System"	"Conduct annual external audit"	"Hire consultant to assess progress towards accreditation"	"1"	"2020"	"6,420"	"USD (2020)"	"Line-item costs for this core capacity don't align with summary in document (3,266,990 from lines vs 3,636,990 in document, page 42). Difference of 370,000 USD or 11% of observed line item cost."
"Timor-Leste"	"D.1 National Laboratory System"	"Conduct annual external audit"	"Hire consultant to assess progress towards accreditation"	"3"	"2022"	"6,420"	"USD (2020)"	"Line-item costs for this core capacity don't align with summary in document (3,266,990 from lines vs 3,636,990 in document, page 42). Difference of 370,000 USD or 11% of observed line item cost."
"Timor-Leste"	"D.1 National Laboratory System"	"Conduct annual external audit"	"Hire consultant to assess progress towards accreditation"	"5"	"2024"	"6,420"	"USD (2020)"	"Line-item costs for this core capacity don't align with summary in document (3,266,990 from lines vs 3,636,990 in document, page 42). Difference of 370,000 USD or 11% of observed line item cost."
"Timor-Leste"	"D.1 National Laboratory System"	"Establish Laboratory information system"	"Procure and install laboratory information system (MOH/ NHL)"	"2"	"2021"	"110,000"	"USD (2020)"	"Line-item costs for this core capacity don't align with summary in document (3,266,990 from lines vs 3,636,990 in document, page 42). Difference of 370,000 USD or 11% of observed line item cost."
"Timor-Leste"	"D.1 National Laboratory System"	"Establish Laboratory information system"	"Procure and install laboratory information system (MOAF/ Veterinary)"	"2"	"2021"	"100,000"	"USD (2020)"	"Line-item costs for this core capacity don't align with summary in document (3,266,990 from lines vs 3,636,990 in document, page 42). Difference of 370,000 USD or 11% of observed line item cost."
"Timor-Leste"	"D.1 National Laboratory System"	"Provide training for all staff in the Laboratory Quality Management System"	"Training on Laboratory Quality Management System based on ISO 15189 and ISO 17025 (MOH/ NHL)"	"1"	"2020"	"10,015"	"USD (2020)"	"Line-item costs for this core capacity don't align with summary in document (3,266,990 from lines vs 3,636,990 in document, page 42). Difference of 370,000 USD or 11% of observed line item cost."
"Timor-Leste"	"D.1 National Laboratory System"	"Provide training for all staff in the Laboratory Quality Management System"	"Training on Laboratory Quality Management System based on ISO 15189 and ISO 17025 (MOH/ NHL)"	"3"	"2022"	"10,015"	"USD (2020)"	"Line-item costs for this core capacity don't align with summary in document (3,266,990 from lines vs 3,636,990 in document, page 42). Difference of 370,000 USD or 11% of observed line item cost."
"Timor-Leste"	"D.1 National Laboratory System"	"Provide training for all staff in the Laboratory Quality Management System"	"Training on Laboratory Quality Management System based on ISO 15189 and ISO 17025 (MOH/ NHL)"	"5"	"2024"	"10,015"	"USD (2020)"	"Line-item costs for this core capacity don't align with summary in document (3,266,990 from lines vs 3,636,990 in document, page 42). Difference of 370,000 USD or 11% of observed line item cost."
